ay,bleu_ay,bleu_iy,iy,x,z,dblue
एक समय मेजबान टीम लंच से पहले लंच तक चार विकेट गंवाकर संकट में फंस गई लेकिन नए कप्तान बेन स्टोक्स ( 56 ) ने पांचवें विकेट के लिए 114 रनों की अटूट साझेदारी की ।,0.40951873979889275,0.18043368300896484,एक समय मेजबान टीम को जीत के लिए 550 रन की जरुरत थी लेकिन उसके कप्तान ग्लेन मैक्सवेल ( 56 ) ने पांचवें विकेट के लिए 114 रन की अटूट साझेदारी निभाई थी ।,"At one stage, the hosts were trapped in trouble after losing four wickets for 76 runs before lunch but the new vice-captain Ben Stokes (56) shared a narrow hand with 114 runs for the fifth wicket.","एक समय मेजबान टीम लंच से पहले 76 रन पर चार विकेट गंवाकर संकट में फंसी हुई थी, लेकिन एक छोर संभाले रूट का साथ नए उपकप्तान बेन स्टोक्स (56) ने पांचवें विकेट के लिए 114 रनों की साझेदारी करके निभाया।",0.2290850567899279
दक्षिण अफ्रीका की ओर से तेज गेंदबाज वनरेन फिलेंडर ने 46 रन देकर तीन विकेट लिए ।,0.5312583871630396,0.21302542160967308,दक्षिण अफ्रीका की ओर से तेज गेंदबाज फिलैंडर ने 46 रन देकर तीन विकेट लिए ।,"From South Africa, fast bowler Vanren Philander took three for 46 runs.",दक्षिण अफ्रीका की तरफ से तेज गेंदबाज वनरेन फिलेंडर ने 46 रन पर सर्वाधिक तीन विकेट लिए।,0.31823296555336655
क्रिकेट की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,क्रिकेट की खबरों के लिए यहां क्लिक,Click here for cricket news,क्रिकेट की खबरों के लिए यहां क्लिक करें,0.0
अन्य खेलों की खबरों के लिए यहां क्लिक,0.8824969025845955,0.8824969025845955,अन्य खेलों की खबरों के लिए यहां क्लिक,Click here for news of other sports,अन्य खेलों की खबरों के लिए यहां क्लिक करें,0.0
,0.0,0.0,मोहाली ।,Melbourne,मेलबर्न।,0.0
ट्रॉफी के दूसरे वनडे मैच में आज टीम इंडिया और मेजबान ऑस्ट्रेलिया आमने - सामने थे ।,0.42818185319516083,0.2948993986902436,एशिया कप के दूसरे वनडे मुकाबले में टीम इंडिया और मेजबान ऑस्ट्रेलिया आमने - सामने थे ।,Team India and host Australia were face-to-face in the second ODI of the trophy today.,ट्राई सीरीज के दूसरे वनडे में आज टीम इंडिया और मेजबान ऑस्ट्रेलिया आमने-सामने थे।,0.1332824545049172
भारत ने टॉस जीतकर पहले बल्लेबाजी करने का फैसला किया और रोहित शर्मा ( 138 ) ने 50 ओवर में 8 विकेट के नुकसान पर 267 रनों का स्कोर खड़ा किया ।,0.5465626982308509,0.5173864660745381,भारत ने टॉस जीतकर पहले बल्लेबाजी करने का फैसला किया और रोहित शर्मा ( 138 ) के शतक के दम पर निर्धारित 50 ओवर में 8 विकेट के नुकसान पर 267 रन का स्कोर खड़ा किया ।,"India won the toss and decided to bat first and Rohit Sharma (138) scored the historic century, the team scored a score of 267 for 8 wickets in 50 overs.",मैच में टॉस जीतकर भारतीय टीम ने पहले बल्लेबाजी करने का फैसला किया और रोहित शर्मा (138) के ऐतिहासिक शतक के दम पर टीम ने 50 ओवर में 8 विकेट के नुकसान पर 267 रनों का स्कोर खड़ा किया।,0.02917623215631282
जवाब में उतरी ऑस्ट्रेलियाई टीम ने कंगारू ओपनर एरोन फिंच ( 96 ) की शानदार पारी के दम पर 4 विकेट से शानदार पारी खेलकर 4 विकेट से जीत दर्ज की ।,0.44733790783871763,0.1264203703898735,जवाब में उतरी ऑस्ट्रेलियाई टीम ने कंगारू सलामी बल्लेबाज एरोन फिंच ( 96 ) के साथ मिलकर 4 विकेट के नुकसान पर 284 रन बनाकर पारी को जीत दिलाई ।,"In reply, the Aussie team won by an impressive innings from Kangaroo opener Aaron Finch (96) with an over to spare with 4 wickets.",जवाब में ऑस्ट्रेलियाई टीम ने कंगारू ओपनर एरोन फिंच (96) की शानदार पारी के दम पर एक ओवर शेष रहते 4 विकेट से जीत दर्ज कर ली।,0.3209175374488441
मिचेल स्टार्क को मैच में 6 विकेट लेने के लिए मैन ऑफ द मैच का पुरस्कार दिया गया ।,0.5908871032231056,0.5300714512917181,मिचेल स्टार्क को मैच में 6 विकेट लेने के लिए ' मैन ऑफ द मैच ' का पुरस्कार दिया गया ।,Mitchell Starc was given the man of the match award for taking 6 wickets in the match.,मिचेल स्टार्क को मैच में 6 विकेट लेने के लिए 'मैन ऑफ द मैच' का पुरस्कार दिया गया।,0.06081565193138749
इसके साथ ही ऑस्ट्रेलिया ने टूर्नामेंट में अपनी दूसरी जीत दर्ज की ।,0.6703420896351792,0.2409683061844592,इसके साथ ही ऑस्ट्रेलियान ने टूर्नामेंट में अपनी दूसरी जीत हासिल की है ।,"Along with this, Australia has consistently won its second win in the tournament.",इसके साथ ही ऑस्ट्रेलिया ने टूर्नामेंट में लगातार अपनी दूसरी जीत दर्ज की।,0.42937378345071997
इस टूर्नामेंट के पहले मैच में ऑस्ट्रेलिया ने इंग्लैंड को हराया था ।,0.6479121525090147,0.4063798282013443,ऑस्ट्रेलिया ने टूर्नामेंट के पहले मैच में इंग्लैंड को हराया था ।,Australia defeated England in the first match of the tournament.,टूर्नामेंट के पहले मैच में ऑस्ट्रेलिया ने इंग्लैंड को मात दी थी।,0.2415323243076704
- टीम इंडिया का था खराब,0.23263472697663287,0.12600736402830257,- फ्लॉप रही टीम इंडिया को मिली,- Team India had a bad start,- टीम इंडिया की हुई थी खराब शुरुआतः,0.1066273629483303
टॉस जीतकर पहले बल्लेबाजी करने उतरी मिशेल स्टार्क पहले ही ओवर की पांचवीं गेंद पर शिखर धवन को भी बोल्ड कर चुके थे ।,0.5398945911243677,0.5808288318330777,पहले बल्लेबाजी करने उतरी ऑस्ट्रेलियाई टीम ने पहले ही ओवर की पांचवीं गेंद पर शिखर धवन को आउट कर पहला झटका दिया ।,"Earlier, winning the toss, Mitchell Starc, who was batting first, had already shocked Shikhar Dhawan on the fifth ball of the over.",टॉस जीतकर पहले बल्लेबाजी करने उतरी भारतीय टीम को मिशेल स्टॉर्क ने पहले ही ओवर की पांचवीं गेंद पर शिखर धवन को आउट कर झटका दिया।,-0.04093424070870999
उस समय भारत का स्कोर 3 रन था ।,0.7259795291154771,0.5169731539571706,इससे भारत का स्कोर 3 रन था ।,India's score at that time was 3 runs.,उस समय भारत का स्कोर 3 रन था।,0.20900637515830656
शिखर धवन ने दो रन बनाए ।,0.14535768424205484,0.18575057999133598,शिखर धवन ने 2 रन बनाए ।,Shikhar Dhawan scored two runs.,शिखर धवन 2 रन बनाकर आउट हुए।,-0.04039289574928115
"वहीं , अजिंक्य रहाणे भी 33 गेंदों पर 13 रन बनाकर स्कोरबोर्ड पर आउट हुए और चहल की गेंद पर आउट हुए ।",0.19940445989088912,0.22339077393580106,"वहीं , अजिंक्य रहाणे भी 13 गेंदों पर 13 रनों की पारी खेलकर शमसी की गेंद पर आउट हुए ।","At the same time, Ajinkya Rahane also scored 13 runs off 33 balls on the scoreboard and Sandhu was out on the ball.","वहीं, कुछ देर बाद 33 के कुल स्कोर पर अजिंक्य रहाणे भी 13 रन बनाकर संधू की गेंद पर आउट हो गए।",-0.023986314044911944
इसके बाद तीसरे विकेट के रूप में विराट कोहली ( 9 ) भी आउट हो गए ।,0.5635190098079903,0.5659119256652702,इसके बाद तीसरे विकेट के रूप में विराट कोहली ( 9 ) आउट हुए ।,After this Virat Kohli (9) was out in the third wicket as well.,इसके बाद तीसरे विकेट के रूप में विराट कोहली (9) भी आउट हो गए।,-0.0023929158572798537
फॉकनर ने कोहली को बेली के हाथों कैच करवाया ।,0.2295748846661433,0.13784336590962212,फॉकनर ने कोहली को एलबीडब्ल्यू आउट किया ।,Faulkner catches Kohli to Bailey.,कोहली को फॉकनर ने बैली के हाथों कैच कराया।,0.09173151875652116
- रोहित - रैना की साझेदारी :,0.07809849842300641,0.10682175159905853,- रोहित - रैना का,- Rohit-Raina partnership:,- रोहित-रैना की साझेदारीः,-0.02872325317605212
"हालांकि , रोहित शर्मा और सुरेश रैना ने तीन झटकों से पारी को संभाला और दोनों ने मिलकर चौथे विकेट के लिए शतकीय साझेदारी को भी अंजाम दिया ।",0.6160075734603386,0.4820745029751594,हालांकि इसके बाद रोहित शर्मा और सुरेश रैना ने तीन - तीन छक्के जड़कर पारी को भी संभाला और दोनों के बीच चौथे विकेट के लिए शतकीय साझेदारी को भी अंजाम दिया ।,"However, Rohit Sharma and Suresh Raina, after three shots, took the innings and both of them also made a century partnership for the fourth wicket.",हालांकि तीन झटकों के बाद रोहित शर्मा और सुरेश रैना ने पारी को संभाला और दोनों ने चौथे विकेट के लिए शतकीय साझेदारी को भी अंजाम दिया।,0.13393307048517922
दोनों पक्षों के बीच चौथे विकेट के लिए 126 रनों की साझेदारी हुई ।,0.6930977286178778,0.8242367502646054,दोनों के बीच चौथे विकेट के लिए 126 रनों की साझेदारी हुई ।,A partnership of 126 runs for the fourth wicket between the two sides.,दोनों के बीच चौथे विकेट के लिए 126 रनों की साझेदारी हुई।,-0.13113902164672764
इसके बाद सुरेश रैना 51 रन बनाकर आउट हो गए लेकिन रोहित का बल्ला बेबस हो गया ।,0.6540585844910979,0.6964705665515707,इसके बाद सुरेश रैना 51 रन बनाकर आउट हो गए लेकिन रोहित का बल्ला टूट गया ।,After that Suresh Raina was dismissed by 51 runs but Rohit's bat continued to churn.,इसके बाद सुरेश रैना 51 रन बनाकर जरूर आउट हो गए लेकिन रोहित का बल्ला गरजता रहा।,-0.04241198206047281
- रोहित का शतक :,0.3976353643835253,0.3976353643835253,- रोहित का शतक :,- Rohit's century:,- रोहित का शतकः,0.0
रैना के आउट होने के बाद रोहित शर्मा ने अपनी फॉर्म जारी रखी और अपना शतक पूरा किया ।,0.42984824697674956,0.09738852206623155,रोहित शर्मा का धमाल जारी रहा और रैना ने अपना शतक पूरा किया ।,Rohit Sharma continued his form after Raina's dismissal and completed his century.,रोहित शर्मा ने रैना के आउट होने के बाद भी अपने फॉर्म को बरकरार रखा और अपना शतक पूरा किया।,0.332459724910518
इस वनडे क्रिकेट में उनका छठा शतक रहा ।,0.5873949094699213,0.5169731539571706,इस वनडे क्रिकेट में उनका छठा शतक भी रहा ।,His sixth century in this one-day cricket.,ये वनडे क्रिकेट में उनका छठा शतक है।,0.07042175551275076
रोहित ने 109 गेंदों में अपना शतक पूरा किया जिस दौरान उन्होंने छह चौके और तीन शानदार छक्के लगाए ।,0.7483293841345244,0.30166728533047465,"रोहित ने 109 गेंदों पर अपना शतक पूरा किया , जिस दौरान उन्होंने 40 गेंदों में छह चौके और तीन दमदार छक्के लगाए ।","Rohit completed his century in 109 balls, during which he hit six fours and three superb sixes.",रोहित ने 109 गेंदों में अपना शतक पूरा किया जिस दौरान उन्होंने 6 चौके और तीन शानदार छक्के जड़े।,0.4466620988040498
इसके बाद भी उनका बल्ला नहीं थमा और उन्होंने 139 गेंदों में 138 रनों की पारी खेली और स्टार्क की गेंद पर आउट हुए ।,0.5062835959915031,0.342507918634437,इसके बाद भी उनका बल्ला नहीं थमा और वो 10 गेंदों में 138 रन बनाकर स्टार्क की गेंद पर आउट हो गए ।,"Even after this, his bat did not stop and he played 138 balls in 139 balls and was bowled out of Stark's ball in the 49th over.",इसके बाद भी उनका बल्ला रुका नहीं और वो 139 गेंदों में 138 रनों की पारी खेलकर 49वें ओवर में स्टार्क की गेंद पर आउट हुए।,0.16377567735706605
ये शतक ये शतक भारतीय वनडे क्रिकेट ग्राउंड में किसी भी खिलाड़ी द्वारा बनाया गया सबसे बड़ा स्कोर है ।,0.11286964794967803,0.07502133483438715,ये शतकीय पारी का अंत मिलने के रूप में खत्म हुआ तो भारतीय टीम के लिए ये सबसे बड़ा स्कोर है ।,This century proved to be historic as it is the biggest score by any player in the Indian ODI history at the prestigious Melbourne Cricket Ground.,ये शतक इसलिए ऐतिहासिक साबित हुआ क्योंकि प्रतिष्ठित मेलबर्न क्रिकेट ग्राउंड पर भारतीय वनडे इतिहास में ये किसी खिलाड़ी द्वारा सबसे बड़ा स्कोर है।,0.03784831311529088
इससे पहले सिर्फ एक खिलाड़ी इस मैदान पर वनडे में 100 रन बना सका था ।,0.2558131842836046,0.10702981958567012,इससे पहले उसे इस मैदान पर एक खिलाड़ी के रूप में एक खिलाड़ी रन आउट हुआ ।,"Prior to this, only one player could score 100 runs in ODIs on this field.",इससे पहले इस मैदान पर वनडे में भारत की तरफ से सिर्फ एक ही खिलाड़ी शतक जड़ सका है।,0.1487833646979345
वो खिलाड़ी थे पूर्व भारतीय कप्तान सौरव गांगुली जिन्होंने जनवरी 2000 में ऑस्ट्रेलिया के खिलाफ 100 रन बनाए थे ।,0.6071926021674561,0.12595344324389277,एक खिलाड़ी पूर्व भारतीय कप्तान सौरव ईश्वरन के पूर्व खिलाड़ी सौरव का दम आस्ट्रेलिया के नाम था ।,"Those players were former Indian captain Sourav Ganguly, who had scored 100 against Australia in January 2000.","वो खिलाड़ी थे पूर्व भारतीय कप्तान सौरव गांगुली, जिन्होंने जनवरी 2000 में ऑस्ट्रेलिया के खिलाफ 100 रनों की पारी खेली थी।",0.4812391589235633
"- धौनी , अक्षर और भुवी सस्ते में",0.47750342648354643,0.058544976940240134,- धौनी और क्रुणाल की अर्धशतकीय,"- Dhoni, Akshar and Bhuvai cheaply returned to the pavilion","- धौनी, अक्षर और भुवी सस्ते में पवेलियन लौटेः",0.4189584495433063
इसके बाद कप्तान महेंद्र सिंह धौनी पिच पर आए ।,0.7598356856515925,0.7598356856515925,इसके बाद कप्तान महेंद्र सिंह धौनी पिच पर आए ।,"After this, captain Mahendra Singh Dhoni came on the pitch.",इसके बाद कप्तान महेंद्र सिंह धौनी पिच पर आए।,0.0
"उन्होंने रोहित शर्मा के साथ अर्धशतक लगाया , लेकिन उन्होंने 19 रन बनाए और स्टार्क की गेंद पर बोल्ड हो गए ।",0.4087357519773977,0.5548581090137994,उन्होंने रोहित शर्मा के साथ अर्धशतक भी लगाया लेकिन वो भी 19 रन बनाकर स्टार्क की गेंद पर बोल्ड हो गए ।,He made a half-century partnership with Rohit Sharma but he scored 19 runs and got bowled on Starc's ball.,उन्होंने रोहित शर्मा के साथ अर्धशतकीय साझेदारी तो की लेकिन वो 19 रन बनाकर स्टार्क की गेंद पर बोल्ड हो गए।,-0.1461223570364017
इसके तुरंत बाद युवा ऑलराउंडर पटेल आए और उनकी दूसरी गेंद पर वो शून्य पर एलबीडब्ल्यू हो गए ।,0.4373266725468241,0.06973598148678757,इसके तुरंत बाद बायें हाथ के युवा बल्लेबाज पटेल और उनकी दूसरी गेंद पर शून्य पर आउट हो गए ।,Immediately after that the young all-rounder came to Patel and on his second ball he became an elbow for zero.,इसके ठीक बाद युवा ऑलराउंडर अक्षर पटेल आए और अपनी दूसरी ही गेंद पर वो शून्य पर एलबीडब्ल्यू हो गए।,0.36759069106003656
इस तरह से भारत को छठा झटका लगा ।,0.16515821590069035,0.2790159393585827,भारत को इस तरह को छठा झटका भी लग गया ।,India suffered a sixth shock in this way.,भारत को इस तरह छठा झटका लगा।,-0.11385772345789236
"अक्षर को भी स्टार्क ने आउट किया , हालांकि टीवी रीप्ले में अंपायर का फैसला गूंज हुआ था ।",0.4790714250659131,0.175376708746474,"अक्षर ने भी स्टार्क को आउट करार दिया था , हालांकि अंपायर को रीप्ले में अंपायर का भी ।","The letter was also dismissed by Stark, although the decision of the umpire in TV Replay was incorrect.",अक्षर को भी स्टार्क ने ही आउट किया हालांकि टीवी रीप्ले में अंपायर का ये फैसला गलत दिखा।,0.3036947163194391
इसके बाद स्टार्क ने भुवनेश्वर कुमार को शून्य पर बोल्ड कर दिया ।,0.6703420896351792,0.6703420896351792,इसके बाद स्टार्क ने भुवनेश्वर कुमार को शून्य पर बोल्ड कर दिया ।,"After this, Stark made Bhuvneshwar Kumar bowled on zero.",इसके बाद स्टार्क ने भुवनेश्वर कुमार को भी शून्य पर बोल्ड कर दिया।,0.0
इस मैच के लाइव स्कोरकार्ड के लिए यहां क्लिक,0.8948393168143697,0.5341735956899847,इस मैच के लाइव स्कोर के लिए यहां क्लिक,Click here for live scorecard of this match,इस मैच के लाइव स्कोरकार्ड के लिए यहां क्लिक करें,0.360665721124385
- स्टार्क का ' जीत ' :,0.24446151121745052,0.31947155212313627,- स्टार्क की यादगार,- Stark's 'Sixth':,- स्टार्क का 'छक्का':,-0.07501004090568575
इस मैच में ऑस्ट्रेलिया के तेज गेंदबाज मिचेल स्टार्क ने 10 ओवर में 43 रन देकर 6 विकेट झटके ।,0.4634056837916356,0.27984672682736206,ऑस्ट्रेलिया के तेज गेंदबाज मिचेल स्टार्क इस मैच में तेजी से रन बनाने में नाकाम रहे और 6 विकेट गिरे ।,"Australia's fast bowler Mitchell Starc was impressive in this match, scoring 43 runs in 10 overs and 6 wickets.",ऑस्ट्रेलिया के तेज गेंदबाज मिचेल स्टार्क ने इस मैच में शानदार प्रदर्शन करते हुए 10 ओवर में 43 रन देते हुए 6 विकेट झटके।,0.18355895696427355
"उन्होंने शिखर धवन , रोहित शर्मा , सुरेश रैना , सुरेश रैना , अक्षर पटेल , अक्षर पटेल और भुवनेश्वर कुमार को पवेलियन का रास्ता दिखा दिया ।",0.3162277660168379,0.18226810900726562,"उन्होंने शिखर धवन का शिकार किया , रोहित शर्मा , महेंद्र सिंह धौनी , महेंद्र सिंह धौनी , धोनी , अक्षर पटेल और भुवनेश्वर कुमार के","They showed the path of pavilion to Shikhar Dhawan, Rohit Sharma, Suresh Raina, Mahendra Singh Dhoni, Akshar Patel and Bhuvneshwar Kumar.","उन्होंने शिखर धवन, रोहित शर्मा, सुरेश रैना, महेंद्र सिंह धौनी, अक्षर पटेल और भुवनेश्वर कुमार को पवेलियन का रास्ता दिखाया।",0.13395965700957227
इस दौरान स्टार्क ने दो ओवर मेडन भी फेंके ।,0.7598356856515925,0.12549310621989482,इसी के साथ स्टार्क ने भी दो ओवर फेंके ।,"During this, Stark also made two over Maiden.",इस दौरान स्टार्क ने दो ओवर मेडन भी किए।,0.6343425794316977
वो ' मैन ऑफ द मैच ' बने ।,0.10552670315936319,0.10552670315936319,वो ' मैन ऑफ द मैच ' रहे ।,They became 'Man of the Match'.,वो 'मैन ऑफ द मैच' बने।,0.0
"- फिंच ने दिया हैरान , जवाब दिया",0.12223075560872526,0.20556680845025987,"- फिंच का धमाल , आखिरकार पुणे की","- Finch's surprise, given the answer:","- फिंच का धमाल, दिया करारा जवाबः",-0.08333605284153461
ऑस्ट्रेलिया ने अपने ओपनर एरोन फिंच को जवाब दिया ।,0.1860045401920258,0.04996872151825359,ऑस्ट्रेलिया ने अपने ओपनर ङल फिंच को आउट किया ।,Australia responded by their Opener Aron Finch.,ऑस्ट्रेलिया की ओर से जवाब दिया उनके ओपनर एरोन फिंच ने।,0.13603581867377224
"बेशक फिंच अपने शतक से महज चार रन से चूक गए , लेकिन उनकी शानदार पारी की बदौलत मेलबर्न के विशाल मैदान पर लय हासिल करने में सफल रहे ।",0.49447293649617563,0.25537256503200284,"इंग्लैंड के बल्लेबाजों ने अपने शतक से महज चार रन से चूक गए , लेकिन यह शानदार पारी की बदौलत उनकी पारी ढहना में सफल रही ।","Of course, Finch missed just four runs from his century, but thanks to his superb innings, Australian innings succeeded in achieving goals on Melbourne's huge ground.",बेशक फिंच अपने शतक से महज 4 रन से चूक गए लेकिन उनकी शानदार पारी की बदौलत ही ऑस्ट्रेलियाई पारी मेलबर्न के विशाल ग्राउंड पर लक्ष्य हासिल करने में सफल रहा।,0.2391003714641728
पिछले मैच के शतकवीर डेविड वार्नर ( 24 ) इस बार कोई बड़ी पारी नहीं खेल सके और उमेश यादव को आउट किया ।,0.39423022212921766,0.23147348007424515,पिछले मैच में डेविड वॉर्नर ( 24 ) बड़ा पारी नहीं खेल सके और उमेश यादव की गेंद पर आउट हुए ।,The previous match century David Warner (24) could not play a big innings this time and Umesh Yadav was dismissed.,पिछले मैच के शतकवीर डेविड वॉर्नर (24) इस बार बड़ी पारी नहीं खेल सके और उन्हें उमेश यादव ने आउट किया।,0.1627567420549725
इसके बाद शेन वॉटसन ( 41 ) और स्टीवन स्मिथ ( 47 ) ने आउट होने के बाद फिंच को खूब परेशान करके साझेदारी को अंजाम दिया ।,0.14611783090145075,0.13305199541830684,इसके बाद शेन वॉटसन ( 41 ) और स्टीवन स्मिथ ( 47 ) के आउट होने के बाद शेन वॉटसन 41 रन बनाकर आउट हो गए ।,"After this, Shane Watson (41) and Steven Smith (47), after being dismissed, gave Finch a lot and gave the partnership.",हालांकि इसके बाद पहले शेन वॉटसन (41) और उनके आउट होने के बाद स्टीवन स्मिथ (47) ने फिंच का भरपूर साथ दिया और साझेदारियों को अंजाम दिया।,0.013065835483143912
ग्लेन मैक्सवेल ( 20 ) कुछ एसोसिएट शॉट खेलकर आउट हो गए लेकिन तब तक ऑस्ट्रेलियाई टीम ट्रैक पर आ गई थी ।,0.3145327571557693,0.06192450641405272,ग्लेन मैक्सवेल ( 20 ) आते ही कुछ देर तक पिच पर जरूर टिके लेकिन तब में ऑस्ट्रेलियाई टीम को चौथा झटका लगा ।,Glenn Maxwell (20) got out after some cracking shots but by then the Australian team had come on track.,ग्लेन मैक्सवेल (20) कुछ करारे शॉट्स के बाद आउट जरूर हो गए लेकिन तब तक ऑस्ट्रेलियाई टीम पटरी पर आ चुकी थी।,0.25260825074171656
"मैच के अंत में ऑस्ट्रेलिया को जीत के लिए आखिरी दो ओवर में 15 रन चाहिए थे , लेकिन 49वें ओवर में ऑस्ट्रेलिया के शॉट्स को ऑस्ट्रेलिया ने जीत लिया ।",0.2589019141171718,0.20497424730055336,"मैच का अंत दो ओवर में ऑस्ट्रेलिया को जीत के लिए 15 रन चाहिए थे , लेकिन पर्याप्त के समय उन्हें ऑस्ट्रेलिया के पक्ष में ही गया ।","At the end of the match, Australia needed 15 runs to win in the last two overs, but Fawnkar's shots were won by Australia in the 49th over.",मैच के अंत में अंतिम दो ओवरों में ऑस्ट्रेलिया को जीत के लिए 15 रनों की जरूरत थी लेकिन फॉकनर के करारे शॉट्स के दम पर ऑस्ट्रेलिया ने 49वें ओवर में ही जीत दर्ज कर ली।,0.053927666816618425
49वें ओवर में ऑस्ट्रेलिया ने 16 रन बनाए और मैच जीतने में सफलता हासिल की ।,0.46892438882117243,0.46091613189209335,49वें ओवर में ऑस्ट्रेलिया ने 16 रन की पारी में सफलता हासिल की ।,"In the 49th over, Australia scored 16 runs and achieved success in winning the match.",49वें ओवर में ऑस्ट्रेलिया ने 16 रन जड़े और जीत दर्ज करने में सफलता हासिल की।,0.008008256929079083
फॉकनर 9 गेंदों पर 9 रन बनाकर ब्रैड हैडिन 11 रन बनाकर नाबाद रहे ।,0.4319486897279912,0.2204887282071633,फॉकनर 9 गेंदों पर नाबाद 13 रन बनाकर ब्रैड हॉग की गेंद पर बोल्ड हो गए ।,Faulkner 9 not out 9 balls and Brad Haddin remained unbeaten 13 in 11 balls.,फॉकनर 9 गेंदों पर 9 रन और ब्रैड हैडिन 11 गेंदों में 13 रन बनाकर नाबाद रहे।,0.2114599615208279
भारत की तरफ से उमेश यादव सबसे सफल ( 2 विकेट ) साबित हुए साथ ही सबसे महंगे गेंदबाज़ भी साबित हुए ।,0.35138749399652214,0.24941747177008258,भारत की तरफ से उमेश यादव को ( 2 विकेट ) को उमेश यादव ने 2 विकेट झटके ।,"Umesh Yadav proved to be the most successful (2 wickets) by India, as well as the most expensive bowlers.",भारत की तरफ से उमेश यादव सबसे सफल (2 विकेट) होने के साथ-साथ सबसे महंगे गेंदबाज भी साबित हुए।,0.10197002222643956
यादव ने 10 ओवर में 55 रन बनाए ।,0.7259795291154771,0.7259795291154771,यादव ने 10 ओवर में 55 रन बनाए ।,Yadav scored 55 runs in 10 overs.,यादव ने 10 ओवर में 55 रन लुटाए।,0.0
"इसके अलावा भुवनेश्वर , मोहम्मद शमी , अक्षर पटेल और रविचंद्रन अश्विन ने एक - एक विकेट हासिल किया ।",0.23588448106534207,0.23588448106534207,"इसके अलावा भुवनेश्वर , मोहम्मद शमी , अक्षर पटेल और रविचंद्रन अश्विन ने एक - एक विकेट हासिल किया ।","Apart from this, Bhuvneshwar, Mohammad Shami, Akshar Patel and Ravichandran Ashwin got one wicket each.","इसके अलावा भुवनेश्वर, मोहम्मद शमी, अक्षर पटेल और रविचंद्रन अश्विन को एक-एक विकेट हासिल हुआ।",0.0
क्रिकेट की अन्य खबरों के लिए यहां क्लिक,0.8824969025845955,0.8824969025845955,क्रिकेट की अन्य खबरों के लिए यहां क्लिक,Click here for other cricket news,क्रिकेट की अन्य खबरों के लिए यहां क्लिक करें,0.0
,0.0,0.0,मोहाली ।,Adelaide,एडिलेड।,0.0
ऑस्ट्रेलिया और श्रीलंका के बीच तीन टी 20 मैचों की सीरीज में मेजबान टीम को आखिरकार 41 रन से जीत हासिल हुई ।,0.24806386811937847,0.43310177167002284,ऑस्ट्रेलिया और श्रीलंका के बीच तीन टी 20 मैचों की सीरीज का तीसरा और आखिरी टी20 मैच में मेजबान टीम ने 41 रनों से जीत दर्ज की ।,"In the third and final T20 series of three T20 matches between Australia and Sri Lanka, the hosts finally won by 41 runs.",ऑस्ट्रेलिया और श्रीलंका के बीच तीन टी20 मैचों की सीरीज के तीसरे व अंतिम टी20 में आखिरकार मेजबान ऑस्ट्रेलियाई टीम ने 41 रनों से जीत दर्ज कर ली।,-0.18503790355064437
इससे पहले मेहमान टीम दोनों टी 20 मैचों में विजयी रही थी ।,0.11498759556447223,0.07141816289329643,"इससे पहले , मेजबानों की टीम दोनों टीमों में धराशायी हो गई है ।","Earlier, the hosts were victorious in both T20 matches.",इससे पहले दोनों टी20 मुकाबलों में मेहमान टीम विजयी रही थी।,0.0435694326711758
"नतीजतन , पिछले मैच में मिली हार के बावजूद श्रीलंका ने सीरीज 2 - 1 से कब्जा पर कब्जा करने में सफलता हासिल की थी ।",0.22743363869750483,0.48485170206034506,इसके नतीजतन अंतिम मैच में हार के बावजूद श्रीलंका ने सीरीज में 2 - 1 से सीरीज पर कब्जा जमा लिया ।,"Consequently, despite the defeat in the last match, Sri Lanka achieved success in capturing the series 2-1.",नतीजतन अंतिम मैच में हार के बावजूद श्रीलंका ने 2-1 से सीरीज पर कब्जा जमाने में सफलता हासिल की।,-0.25741806336284023
"इस सीरीज़ के इस फाइनल मैच में श्रीलंका ने टॉस जीतकर पहले फील्डिंग का फैसला किया , हालांकि उन्हें उन पर काफी फैसला हुआ ।",0.15055864855414344,0.3070898761263382,"सीरीज के इस फाइनल मैच में श्रीलंका ने टॉस जीतकर पहले फील्डिंग करने का फैसला किया , हालांकि उसके लिए काफी साबित हुआ ।","In this final match of the series, Sri Lanka won the toss and decided to field first, although they had a lot of decision on them.","सीरीज के इस अंतिम मुकाबले में श्रीलंका ने टॉस जीता और पहले फील्डिंग करने का फैसला लिया, हालांकि उनको ये फैसला काफी भारी पड़ा।",-0.15653122757219476
पहले बल्लेबाजी करने उतरी ऑस्ट्रेलियाई टीम ने निर्धारित 20 ओवर में 6 विकेट पर 187 रन बनाए ।,0.4568735785454562,0.5557064820149663,पहले बल्लेबाजी करने उतरी ऑस्ट्रेलियाई टीम ने 20 ओवर में 6 विकेट के नुकसान पर 161 रन बनाए ।,"Earlier, batting first, the Aussie batsmen smashed a solid 187 in the 20th over for 6 wickets.",पहले बल्लेबाजी करने उतरी ऑस्ट्रेलियाई टीम ने धुआंधार बल्लेबाजी करते हुए 20 ओवर में 6 विकेट के नुकसान पर 187 रन बना डाले।,-0.09883290346951012
